trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
236,False,"{'a': 0.001, 'e': 0.7897806739328027}",25,0,-218.19460834420423,"{0: 13, 1: 2, 2: 3, 3: 4, 4: 3}",0
237,False,"{'a': 0.001, 'e': 0.7889912880176096}",20,0,-73.24292524021408,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
238,False,"{'a': 0.001, 'e': 0.7882026910937704}",20,0,-37.39786232319179,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
239,False,"{'a': 0.001, 'e': 0.7874148823726879}",20,0,-46.636304935882556,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
240,False,"{'a': 0.001, 'e': 0.7866278610665535}",20,2,-58.604908353306925,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 0}",1
241,False,"{'a': 0.001, 'e': 0.7858416263883455}",20,14,-14.974291980603002,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
242,False,"{'a': 0.001, 'e': 0.7850561775518295}",25,0,-200.2451450251568,"{0: 12, 1: 3, 2: 6, 3: 1, 4: 3}",0
243,False,"{'a': 0.001, 'e': 0.7842715137715565}",20,14,-8.98905214121199,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.001, 'e': 0.7834876342628625}",30,15,-54.83164056909815,"{0: 9, 1: 4, 2: 1, 3: 0, 4: 1}",1
245,False,"{'a': 0.001, 'e': 0.7827045382418681}",20,0,-31.261855134753112,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
246,False,"{'a': 0.001, 'e': 0.7819222249254772}",25,8,-14.53764358452883,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
247,False,"{'a': 0.001, 'e': 0.7811406935313765}",25,0,-114.15794374090223,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
248,False,"{'a': 0.001, 'e': 0.7803599432780343}",20,5,2.1077915920941,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
249,False,"{'a': 0.001, 'e': 0.7795799733847004}",30,6,-9.027218958213696,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 0}",1
250,False,"{'a': 0.001, 'e': 0.7788007830714049}",30,0,-7.699733219416174,"{0: 24, 1: 4, 2: 2, 3: 0, 4: 0}",0
251,False,"{'a': 0.001, 'e': 0.7780223715589573}",20,0,-117.47324648057965,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
252,False,"{'a': 0.001, 'e': 0.7772447380689461}",20,0,-63.121801962863664,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
253,False,"{'a': 0.001, 'e': 0.7764678818237378}",30,9,-47.12370307510729,"{0: 15, 1: 0, 2: 5, 3: 1, 4: 0}",1
254,False,"{'a': 0.001, 'e': 0.775691802046476}",25,9,-38.985984890147456,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
255,False,"{'a': 0.001, 'e': 0.774916497961081}",25,0,-195.38705033370508,"{0: 12, 1: 3, 2: 5, 3: 3, 4: 2}",0
256,False,"{'a': 0.001, 'e': 0.7741419687922484}",20,0,-58.9504245643476,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
257,False,"{'a': 0.001, 'e': 0.7733682137654491}",30,10,-110.19935063203727,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",1
258,False,"{'a': 0.001, 'e': 0.772595232106928}",20,0,-99.80382398976415,"{0: 14, 1: 1, 2: 1, 3: 3, 4: 1}",0
259,False,"{'a': 0.001, 'e': 0.7718230230437034}",25,14,-4.952134926588004,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.001, 'e': 0.7710515858035663}",25,0,-82.64406491920748,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
261,False,"{'a': 0.001, 'e': 0.7702809196150792}",30,0,-53.626242338585044,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
262,False,"{'a': 0.001, 'e': 0.7695110237075758}",30,18,-26.686374038129973,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
263,False,"{'a': 0.001, 'e': 0.7687418973111603}",20,0,-137.22833412891396,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",1
264,False,"{'a': 0.001, 'e': 0.7679735396567061}",25,0,-21.040034467779865,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
265,False,"{'a': 0.001, 'e': 0.7672059499758557}",20,0,-28.985326401242137,"{0: 12, 1: 6, 2: 2, 3: 0, 4: 0}",0
266,False,"{'a': 0.001, 'e': 0.7664391275010192}",20,0,-90.78023170471954,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
267,False,"{'a': 0.001, 'e': 0.7656730714653739}",25,0,-156.0539360414787,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
268,False,"{'a': 0.001, 'e': 0.764907781102864}",25,0,-20.432536929444414,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
269,False,"{'a': 0.001, 'e': 0.764143255648199}",20,6,-59.2255774803856,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
270,False,"{'a': 0.001, 'e': 0.7633794943368531}",20,0,-78.82240601302091,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
271,False,"{'a': 0.001, 'e': 0.7626164964050653}",20,0,-52.39236029288467,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
272,False,"{'a': 0.001, 'e': 0.7618542610898376}",25,0,-117.28246952522095,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
273,False,"{'a': 0.001, 'e': 0.7610927876289343}",25,4,-18.475498961009208,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 0}",1
274,False,"{'a': 0.001, 'e': 0.7603320752608821}",20,0,-82.23840000663198,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
275,False,"{'a': 0.001, 'e': 0.7595721232249685}",20,0,-73.1063543500372,"{0: 15, 1: 2, 2: 0, 3: 2, 4: 1}",0
276,False,"{'a': 0.001, 'e': 0.7588129307612413}",25,3,-47.250888345667484,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
277,False,"{'a': 0.001, 'e': 0.7580544971105083}",25,0,-234.71399388029673,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 5}",0
278,False,"{'a': 0.001, 'e': 0.7572968215143355}",25,0,-83.76479887881375,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
279,False,"{'a': 0.001, 'e': 0.7565399032150474}",25,0,-208.5911850639308,"{0: 12, 1: 6, 2: 3, 3: 0, 4: 4}",0
280,False,"{'a': 0.001, 'e': 0.7557837414557255}",20,10,-31.99162330051029,"{0: 6, 1: 2, 2: 1, 3: 1, 4: 0}",1
281,False,"{'a': 0.001, 'e': 0.755028335480208}",25,0,-141.08617105384783,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
282,False,"{'a': 0.001, 'e': 0.754273684533089}",30,11,-36.53909758061844,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 0}",1
283,False,"{'a': 0.001, 'e': 0.7535197878597172}",20,0,-75.31685258965658,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
284,False,"{'a': 0.001, 'e': 0.7527666447061963}",25,0,-71.80461919780419,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
285,False,"{'a': 0.001, 'e': 0.7520142543193826}",25,0,-84.49877269186607,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
286,False,"{'a': 0.001, 'e': 0.751262615946886}",30,0,-76.54665371129624,"{0: 21, 1: 1, 2: 6, 3: 2, 4: 0}",0
287,False,"{'a': 0.001, 'e': 0.750511728837068}",25,0,-177.24261604065302,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
288,False,"{'a': 0.001, 'e': 0.7497615922390413}",35,10,-36.61926061996758,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",1
289,False,"{'a': 0.001, 'e': 0.7490122054026693}",20,10,-33.503763612929205,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
290,False,"{'a': 0.001, 'e': 0.7482635675785653}",25,0,-157.57719599116865,"{0: 13, 1: 1, 2: 9, 3: 0, 4: 2}",0
291,False,"{'a': 0.001, 'e': 0.747515678018091}",20,0,-103.59370721045849,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
292,False,"{'a': 0.001, 'e': 0.7467685359733571}",20,0,15.254425618801355,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
293,False,"{'a': 0.001, 'e': 0.7460221406972215}",30,18,-12.826846184966506,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.001, 'e': 0.7452764914432887}",30,0,-115.69512968868587,"{0: 20, 1: 2, 2: 5, 3: 2, 4: 1}",0
295,False,"{'a': 0.001, 'e': 0.7445315874659094}",30,10,-38.28077618281521,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",1
296,False,"{'a': 0.001, 'e': 0.7437874280201796}",20,8,-19.112525908942736,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
297,False,"{'a': 0.001, 'e': 0.7430440123619398}",20,0,-10.857853888432464,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
298,False,"{'a': 0.001, 'e': 0.7423013397477743}",20,0,-44.10518568070029,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
299,False,"{'a': 0.001, 'e': 0.7415594094350105}",20,9,-27.825074840202355,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 0}",1
300,False,"{'a': 0.001, 'e': 0.7408182206817179}",20,0,-28.155469123208846,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
301,False,"{'a': 0.001, 'e': 0.7400777727467076}",20,0,-83.15770057873821,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
302,False,"{'a': 0.001, 'e': 0.7393380648895319}",20,0,-148.63488131140892,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
303,False,"{'a': 0.001, 'e': 0.7385990963704826}",20,0,-83.25703742665912,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
304,False,"{'a': 0.001, 'e': 0.7378608664505911}",25,0,-68.07386726662851,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
305,False,"{'a': 0.001, 'e': 0.7371233743916278}",25,0,-48.63178539653661,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
306,False,"{'a': 0.001, 'e': 0.7363866194561001}",25,0,-102.44478199532377,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
307,False,"{'a': 0.001, 'e': 0.7356506009072533}",20,1,-51.657197547462545,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 1}",1
308,False,"{'a': 0.001, 'e': 0.7349153180090687}",20,0,-35.05287396337081,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
309,False,"{'a': 0.001, 'e': 0.7341807700262634}",20,13,8.62417026886331,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.001, 'e': 0.7334469562242892}",30,0,-50.22573053790444,"{0: 21, 1: 4, 2: 4, 3: 1, 4: 0}",0
311,False,"{'a': 0.001, 'e': 0.7327138758693325}",30,0,-79.54594002346875,"{0: 19, 1: 7, 2: 3, 3: 0, 4: 1}",0
312,False,"{'a': 0.001, 'e': 0.7319815282283126}",35,23,13.078051677493093,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.001, 'e': 0.731249912568882}",25,0,-41.37359336505965,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
314,False,"{'a': 0.001, 'e': 0.7305190281594249}",25,0,-71.19003062100134,"{0: 16, 1: 0, 2: 9, 3: 0, 4: 0}",0
315,False,"{'a': 0.001, 'e': 0.7297888742690568}",25,0,-73.00767631252053,"{0: 17, 1: 5, 2: 1, 3: 1, 4: 1}",0
316,False,"{'a': 0.001, 'e': 0.7290594501676237}",30,0,-109.08531808916388,"{0: 21, 1: 4, 2: 2, 3: 1, 4: 2}",0
317,False,"{'a': 0.001, 'e': 0.7283307551257017}",25,10,-52.0834666255234,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
318,False,"{'a': 0.001, 'e': 0.7276027884145955}",30,0,-172.08009730165745,"{0: 20, 1: 1, 2: 3, 3: 4, 4: 2}",0
319,False,"{'a': 0.001, 'e': 0.7268755493063382}",20,0,-37.45231858417935,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
320,False,"{'a': 0.001, 'e': 0.7261490370736909}",25,0,-190.85698810716403,"{0: 13, 1: 4, 2: 3, 3: 2, 4: 3}",0
321,False,"{'a': 0.001, 'e': 0.7254232509901412}",25,0,-41.88289149697967,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
322,False,"{'a': 0.001, 'e': 0.7246981903299029}",25,0,-173.55572783591015,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 4}",0
323,False,"{'a': 0.001, 'e': 0.7239738543679153}",30,2,-99.07498093057453,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 1}",1
324,False,"{'a': 0.001, 'e': 0.7232502423798424}",20,0,-49.96154468148634,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
325,False,"{'a': 0.001, 'e': 0.7225273536420722}",25,14,-50.76496994734588,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
326,False,"{'a': 0.001, 'e': 0.7218051874317158}",25,15,1.169222871317376,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.001, 'e': 0.721083743026607}",20,0,-103.77475857022915,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
328,False,"{'a': 0.001, 'e': 0.7203630197053014}",20,0,-19.457341684776875,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
329,False,"{'a': 0.001, 'e': 0.7196430167470754}",20,0,-70.67801873789479,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
330,False,"{'a': 0.001, 'e': 0.7189237334319262}",20,3,-51.86705123208206,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
331,False,"{'a': 0.001, 'e': 0.7182051690405703}",30,16,-50.39786669104287,"{0: 8, 1: 1, 2: 4, 3: 1, 4: 0}",1
332,False,"{'a': 0.001, 'e': 0.7174873228544433}",20,0,-115.622196064413,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
333,False,"{'a': 0.001, 'e': 0.716770194155699}",20,0,-49.776999078733056,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
334,False,"{'a': 0.001, 'e': 0.7160537822272085}",25,9,-61.13105511930055,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 1}",1
335,False,"{'a': 0.001, 'e': 0.7153380863525599}",25,11,-86.0828971645099,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 2}",1
336,False,"{'a': 0.001, 'e': 0.7146231058160573}",30,0,-92.14296142382446,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
337,False,"{'a': 0.001, 'e': 0.71390883990272}",25,0,-18.072832045188203,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
338,False,"{'a': 0.001, 'e': 0.7131952878982822}",25,13,-68.33413817134732,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 1}",1
339,False,"{'a': 0.001, 'e': 0.7124824490891918}",20,11,-24.84965511278319,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 0}",1
340,False,"{'a': 0.001, 'e': 0.7117703227626097}",20,0,-99.42827104609493,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
341,False,"{'a': 0.001, 'e': 0.7110589082064097}",25,0,-162.9535189585085,"{0: 13, 1: 4, 2: 4, 3: 2, 4: 2}",0
342,False,"{'a': 0.001, 'e': 0.7103482047091773}",20,13,3.8766580353715376,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.001, 'e': 0.7096382115602087}",20,1,-77.78593600803312,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 1}",1
344,False,"{'a': 0.001, 'e': 0.7089289280495107}",20,3,-55.30516097800874,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 0}",1
345,False,"{'a': 0.001, 'e': 0.7082203534678}",25,6,-89.90483370243994,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 1}",1
346,False,"{'a': 0.001, 'e': 0.7075124871065016}",25,11,7.089672694965858,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
347,False,"{'a': 0.001, 'e': 0.7068053282577494}",30,5,-10.418085124557853,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",1
348,False,"{'a': 0.001, 'e': 0.7060988762143844}",20,11,-84.22934778375226,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 2}",1
349,False,"{'a': 0.001, 'e': 0.7053931302699543}",30,0,-130.22206526756102,"{0: 18, 1: 4, 2: 5, 3: 2, 4: 1}",1
350,False,"{'a': 0.001, 'e': 0.7046880897187134}",25,7,-97.55685181207947,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 2}",1
351,False,"{'a': 0.001, 'e': 0.703983753855621}",30,13,22.134897885814222,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.001, 'e': 0.7032801219763409}",35,5,-66.68553946766868,"{0: 20, 1: 3, 2: 6, 3: 1, 4: 0}",1
353,False,"{'a': 0.001, 'e': 0.7025771933772416}",25,0,-116.43703048515503,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 2}",0
354,False,"{'a': 0.001, 'e': 0.701874967355394}",20,14,-0.5570188269770908,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.001, 'e': 0.7011734432085724}",30,0,-169.3177956196184,"{0: 18, 1: 3, 2: 5, 3: 2, 4: 2}",0
356,False,"{'a': 0.001, 'e': 0.7004726202352524}",30,0,-69.35871261680376,"{0: 19, 1: 6, 2: 4, 3: 1, 4: 0}",0
357,False,"{'a': 0.001, 'e': 0.699772497734611}",35,0,-104.65806831691187,"{0: 24, 1: 3, 2: 6, 3: 1, 4: 1}",0
358,False,"{'a': 0.001, 'e': 0.6990730750065257}",30,11,-18.764643824035076,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 0}",1
359,False,"{'a': 0.001, 'e': 0.6983743513515736}",20,10,-5.152760623684039,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
360,False,"{'a': 0.001, 'e': 0.697676326071031}",30,0,-61.23413848019353,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
361,False,"{'a': 0.001, 'e': 0.6969789984668727}",30,0,-51.32474445214873,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
362,False,"{'a': 0.001, 'e': 0.696282367841771}",25,19,-10.969925130486336,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
363,False,"{'a': 0.001, 'e': 0.6955864334990951}",25,0,-72.49545774355309,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
364,False,"{'a': 0.001, 'e': 0.6948911947429106}",20,0,-11.500212675335352,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
365,False,"{'a': 0.001, 'e': 0.6941966508779789}",25,0,-134.55123016818882,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
366,False,"{'a': 0.001, 'e': 0.6935028012097558}",25,0,-24.780545509069885,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
367,False,"{'a': 0.001, 'e': 0.6928096450443917}",30,0,-64.49602230682247,"{0: 22, 1: 2, 2: 4, 3: 2, 4: 0}",0
368,False,"{'a': 0.001, 'e': 0.6921171816887304}",25,0,-85.769581222163,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
369,False,"{'a': 0.001, 'e': 0.6914254104503085}",25,11,-74.92961857631772,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 1}",1
370,False,"{'a': 0.001, 'e': 0.6907343306373547}",25,7,-62.48666799989682,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 1}",1
371,False,"{'a': 0.001, 'e': 0.690043941558789}",30,18,1.538390848317754,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
372,False,"{'a': 0.001, 'e': 0.6893542425242224}",20,6,-18.645636672584182,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
373,False,"{'a': 0.001, 'e': 0.6886652328439558}",20,0,-60.44729777464731,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
374,False,"{'a': 0.001, 'e': 0.6879769118289795}",20,0,-48.41650165755034,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
375,False,"{'a': 0.001, 'e': 0.6872892787909722}",20,10,18.089558248682895,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.001, 'e': 0.686602333042301}",20,0,-68.19079531000727,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
377,False,"{'a': 0.001, 'e': 0.6859160738960202}",20,0,-42.56650555819274,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
378,False,"{'a': 0.001, 'e': 0.6852305006658703}",20,0,-25.891018315042025,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
379,False,"{'a': 0.001, 'e': 0.6845456126662782}",20,0,-87.39615011072028,"{0: 13, 1: 3, 2: 1, 3: 2, 4: 1}",0
380,False,"{'a': 0.001, 'e': 0.6838614092123558}",30,0,-54.760989443570466,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
381,False,"{'a': 0.001, 'e': 0.6831778896198997}",25,20,7.060333629033274,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.001, 'e': 0.6824950532053901}",20,5,-103.30938499312576,"{0: 8, 1: 0, 2: 5, 3: 1, 4: 1}",1
383,False,"{'a': 0.001, 'e': 0.6818128992859905}",25,5,-90.91774339339557,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",1
384,False,"{'a': 0.001, 'e': 0.6811314271795471}",20,5,-17.17021172684122,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
385,False,"{'a': 0.001, 'e': 0.6804506362045877}",30,14,-12.2588981361417,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
386,False,"{'a': 0.001, 'e': 0.679770525680321}",35,15,-15.82615462345445,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",1
387,False,"{'a': 0.001, 'e': 0.6790910949266368}",35,0,-143.3752366486724,"{0: 25, 1: 2, 2: 4, 3: 2, 4: 2}",0
388,False,"{'a': 0.001, 'e': 0.678412343264104}",25,13,-68.2619583302949,"{0: 5, 1: 1, 2: 5, 3: 1, 4: 0}",1
389,False,"{'a': 0.001, 'e': 0.6777342700139711}",25,0,-63.49192116175063,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
390,False,"{'a': 0.001, 'e': 0.6770568744981647}",20,0,-62.10078484819293,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
391,False,"{'a': 0.001, 'e': 0.6763801560392891}",30,0,-53.00347568563722,"{0: 23, 1: 0, 2: 6, 3: 1, 4: 0}",0
392,False,"{'a': 0.001, 'e': 0.675704113960626}",25,0,-59.38007580432717,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
393,False,"{'a': 0.001, 'e': 0.6750287475861332}",20,0,-88.60026659978095,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
394,False,"{'a': 0.001, 'e': 0.6743540562404442}",25,0,-158.74949404365876,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
395,False,"{'a': 0.001, 'e': 0.6736800392488677}",30,8,-71.42003338042122,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 1}",1
396,False,"{'a': 0.001, 'e': 0.6730066959373864}",20,5,14.08784112459309,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.001, 'e': 0.6723340256326572}",30,0,-115.51061883684646,"{0: 19, 1: 6, 2: 3, 3: 0, 4: 2}",0
398,False,"{'a': 0.001, 'e': 0.6716620276620098}",25,0,-91.88605979586731,"{0: 15, 1: 0, 2: 9, 3: 1, 4: 0}",0
399,False,"{'a': 0.001, 'e': 0.6709907013534459}",30,0,-237.69899698599752,"{0: 14, 1: 4, 2: 8, 3: 0, 4: 4}",0
400,False,"{'a': 0.001, 'e': 0.6703200460356393}",35,0,-174.64589977422264,"{0: 21, 1: 4, 2: 7, 3: 0, 4: 3}",0
401,False,"{'a': 0.001, 'e': 0.6696500610379346}",30,0,-146.04736762674193,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
402,False,"{'a': 0.001, 'e': 0.6689807456903467}",25,9,-9.140638226709138,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
403,False,"{'a': 0.001, 'e': 0.6683120993235603}",30,5,-1.399912406509287,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",1
404,False,"{'a': 0.001, 'e': 0.6676441212689289}",25,0,-42.867789253990765,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
405,False,"{'a': 0.001, 'e': 0.6669768108584744}",25,0,-153.80745999014715,"{0: 13, 1: 5, 2: 4, 3: 1, 4: 2}",0
